Nitrogen,Phosphorus,Potassium,pH,Humidity,Temperature,Soil Type,Period of Month,Crop
61.09,45.94,57.5,6.02,56.23,29.75,Clayey,Rabi,Wheat
73.31,45.04,63.6,5.9,89.91,28.72,Silty,Rabi,Wheat
50.74,14.4,72.86,6.01,76.41,24.83,Clayey,Kharif,Wheat
70.18,7.97,27.39,6.11,76.6,28.27,Clayey,Rabi,Wheat
26.34,14.88,66.83,5.7,71.43,24.23,Silty,Zaid,Wheat
18.83,9.03,44.15,5.86,58.56,16.4,Silty,Zaid,Wheat
17.04,13.89,41.59,6.35,68.23,30.21,Silty,Rabi,Wheat
69.35,35.28,64.33,6.37,70.77,18.26,Clayey,Kharif,Wheat
55.25,47.16,10.26,6.24,63.58,18.26,Clayey,Kharif,Wheat
75.37,27.26,52.25,7.35,89.84,15.73,Clayey,Zaid,Wheat
59.87,49.81,55.66,6.85,53.14,29.46,Silty,Rabi,Wheat
84.1,11.74,57.18,5.5,84.22,22.77,Silty,Kharif,Wheat
78.65,7.07,15.94,7.44,63.32,17.08,Loamy,Kharif,Wheat
38.3,45.75,30.1,6.85,72.52,24.41,Clayey,Kharif,Wheat
21.9,16.87,11.51,5.91,63.08,26.96,Silty,Rabi,Wheat
21.85,9.38,66.91,6.95,73.02,19.56,Silty,Zaid,Wheat
54.73,6.56,49.53,6.83,81.22,32.27,Silty,Kharif,Wheat
74.36,10.43,37.77,6.82,81.01,25.75,Loamy,Zaid,Wheat
76.24,16.79,42.03,6.92,50.18,17.71,Clayey,Kharif,Corn
17.83,27.26,69.01,7.16,71.41,18.38,Loamy,Rabi,Corn
35.52,39.24,25.31,5.79,85.98,17.94,Silty,Kharif,Corn
80.09,9.02,55.55,5.62,85.39,17.91,Clayey,Zaid,Corn
95.69,33.33,40.63,6.05,57.29,17.76,Silty,Rabi,Corn
96.38,5.03,58.69,7.2,83.07,24.06,Clayey,Kharif,Corn
99.0,16.08,68.5,6.71,58.28,18.55,Silty,Kharif,Corn
51.11,25.27,52.27,6.53,53.95,30.81,Silty,Zaid,Corn
76.13,14.74,59.48,7.33,74.43,31.36,Silty,Kharif,Corn
85.39,29.5,25.05,7.36,77.56,24.29,Clayey,Rabi,Corn
32.47,44.92,13.28,6.51,86.51,34.21,Clayey,Rabi,Corn
28.76,36.81,51.39,6.05,74.84,23.75,Silty,Zaid,Corn
50.03,49.05,61.69,6.95,61.99,18.35,Silty,Kharif,Corn
87.1,28.78,55.45,6.87,84.14,26.56,Clayey,Kharif,Corn
47.46,32.43,53.89,6.78,54.66,26.87,Silty,Zaid,Corn
88.05,26.71,24.17,7.22,70.08,30.4,Clayey,Kharif,Corn
70.27,34.18,56.64,5.74,53.22,20.28,Loamy,Zaid,Corn
33.45,5.42,51.68,5.83,57.49,26.12,Silty,Kharif,Corn
98.05,6.86,56.26,6.04,83.01,20.57,Silty,Rabi,Corn
58.27,12.31,22.99,6.53,79.4,19.32,Clayey,Rabi,Corn
52.18,10.94,50.44,6.19,81.42,32.73,Silty,Kharif,Corn
79.57,34.66,79.66,6.03,70.47,24.01,Silty,Rabi,Corn
23.11,9.2,66.54,6.53,50.91,19.36,Loamy,Kharif,Corn
90.32,38.06,33.19,5.58,62.8,22.32,Clayey,Rabi,Corn
28.02,6.19,14.88,6.37,63.92,24.23,Clayey,Kharif,Corn
94.69,35.04,65.65,6.58,72.02,17.69,Clayey,Kharif,Corn
67.92,37.17,57.8,5.6,85.48,17.35,Silty,Zaid,Corn
43.5,46.49,79.88,5.99,64.8,26.91,Loamy,Zaid,Corn
49.12,25.97,26.93,5.99,71.49,31.91,Loamy,Kharif,Corn
14.39,37.28,53.8,7.0,74.54,31.86,Loamy,Zaid,Corn
34.95,7.49,77.88,5.52,53.66,30.72,Loamy,Zaid,Barley
97.31,18.83,17.91,6.72,74.06,20.28,Silty,Kharif,Barley
96.02,14.75,61.24,6.51,52.73,30.03,Silty,Rabi,Barley
52.39,10.29,74.2,6.86,85.08,30.89,Silty,Kharif,Barley
30.14,35.4,62.28,5.69,57.28,26.25,Silty,Zaid,Barley
35.44,30.75,36.42,6.74,61.11,32.54,Clayey,Zaid,Barley
53.19,34.48,14.23,7.32,53.92,25.87,Loamy,Zaid,Barley
55.98,49.67,49.62,6.8,75.98,23.43,Loamy,Rabi,Barley
29.48,33.19,17.83,6.2,67.72,30.61,Clayey,Kharif,Barley
42.82,16.12,28.57,6.97,78.83,32.29,Loamy,Kharif,Barley
88.1,10.94,74.9,6.14,80.73,27.39,Loamy,Rabi,Barley
55.62,41.78,32.54,7.26,87.09,23.22,Silty,Rabi,Barley
52.8,21.08,51.92,6.15,84.2,16.39,Clayey,Zaid,Barley
78.86,35.73,39.15,6.38,58.8,32.3,Loamy,Kharif,Barley
63.18,20.87,34.32,7.39,87.07,19.71,Silty,Kharif,Barley
27.99,5.92,47.29,5.95,78.29,21.62,Clayey,Kharif,Barley
29.02,44.03,55.11,7.3,59.97,20.38,Clayey,Kharif,Barley
65.26,47.58,35.49,6.35,89.96,25.23,Loamy,Zaid,Barley
62.71,40.8,68.8,6.93,83.41,22.59,Silty,Kharif,Barley
43.68,38.63,11.2,5.78,62.77,16.08,Loamy,Zaid,Barley
94.84,27.83,12.15,6.22,84.07,16.78,Clayey,Kharif,Barley
24.59,30.83,72.58,6.91,57.71,33.18,Loamy,Kharif,Barley
92.07,14.49,75.71,7.18,58.67,34.58,Loamy,Zaid,Barley
14.36,10.35,46.63,6.5,51.46,24.88,Loamy,Kharif,Barley
44.82,40.33,50.01,7.23,88.05,29.76,Silty,Rabi,Barley
94.13,43.04,58.57,6.36,59.29,34.74,Clayey,Zaid,Barley
98.68,11.99,74.25,5.58,86.69,21.67,Clayey,Rabi,Barley
75.37,18.42,23.24,6.56,81.68,17.87,Loamy,Zaid,Barley
71.89,48.16,31.27,5.58,53.11,34.55,Clayey,Zaid,Barley
52.77,15.99,55.06,6.57,55.67,34.32,Clayey,Rabi,Barley
74.8,18.65,50.82,5.97,62.37,26.03,Loamy,Kharif,Oats
90.11,30.22,44.65,5.81,57.75,15.49,Clayey,Zaid,Oats
67.96,15.2,30.34,6.1,70.78,21.44,Clayey,Zaid,Oats
94.73,17.93,37.06,6.05,69.02,28.18,Silty,Rabi,Oats
93.84,47.79,77.98,5.64,79.08,32.95,Loamy,Zaid,Oats
53.22,11.23,27.51,7.13,84.78,30.31,Clayey,Zaid,Oats
17.6,29.84,49.49,7.44,87.26,21.05,Silty,Kharif,Oats
91.66,39.23,34.67,5.96,72.69,16.97,Clayey,Zaid,Oats
64.17,19.72,59.84,6.31,83.12,32.33,Clayey,Kharif,Oats
99.6,19.67,78.11,7.34,55.79,15.69,Clayey,Zaid,Oats
94.18,43.34,11.23,6.42,79.81,30.19,Clayey,Kharif,Oats
59.24,38.83,30.78,6.86,67.3,24.53,Loamy,Rabi,Oats
93.35,48.64,18.16,6.22,56.18,34.69,Silty,Kharif,Oats
77.92,47.36,49.78,5.84,64.08,29.76,Silty,Kharif,Oats
50.99,27.48,78.54,7.5,71.41,17.73,Silty,Zaid,Oats
35.73,30.95,34.48,7.19,76.44,17.19,Silty,Zaid,Oats
20.31,19.47,29.37,6.55,57.68,22.9,Loamy,Rabi,Oats
74.76,47.49,43.8,6.77,89.54,17.62,Silty,Kharif,Oats
43.3,27.79,48.85,6.66,73.72,24.86,Clayey,Rabi,Oats
54.87,34.89,62.95,5.57,50.89,16.56,Loamy,Zaid,Oats
30.52,31.42,40.73,7.31,59.79,16.69,Loamy,Rabi,Oats
39.92,22.11,38.4,5.55,66.43,17.24,Loamy,Rabi,Oats
44.61,18.55,21.79,6.63,83.31,23.9,Loamy,Kharif,Oats
63.67,16.58,64.5,7.09,78.38,30.99,Loamy,Zaid,Oats
61.16,46.45,38.16,6.43,70.07,18.68,Clayey,Kharif,Oats
70.81,44.59,59.1,6.45,50.45,33.49,Silty,Kharif,Oats
40.51,42.27,37.95,7.31,69.39,25.77,Clayey,Zaid,Oats
88.56,13.01,25.75,7.34,67.92,25.8,Loamy,Zaid,Oats
66.18,8.65,49.33,6.8,55.52,30.78,Silty,Rabi,Oats
55.74,15.21,55.94,6.96,63.5,16.43,Loamy,Kharif,Oats
71.79,31.45,24.57,6.24,68.13,24.32,Silty,Zaid,Sorghum
30.83,31.27,65.94,7.35,86.56,23.5,Loamy,Zaid,Sorghum
36.94,43.01,71.4,6.52,64.25,16.59,Clayey,Rabi,Sorghum
23.88,40.62,29.66,6.46,68.14,33.11,Silty,Zaid,Sorghum
47.83,22.3,23.18,7.16,70.34,20.33,Clayey,Rabi,Sorghum
72.12,40.35,47.32,6.38,68.44,22.49,Loamy,Zaid,Sorghum
71.04,32.39,32.97,7.01,83.94,29.21,Silty,Rabi,Sorghum
64.96,33.26,43.36,7.22,53.47,32.6,Clayey,Rabi,Sorghum
21.38,46.51,22.49,6.69,54.31,17.95,Loamy,Kharif,Sorghum
72.67,8.11,51.8,5.65,58.62,30.62,Loamy,Rabi,Sorghum
33.14,39.01,76.98,6.99,81.23,27.47,Clayey,Rabi,Sorghum
74.85,38.43,36.97,5.58,80.45,18.08,Silty,Kharif,Sorghum
19.01,15.76,41.62,5.74,59.44,16.44,Loamy,Rabi,Sorghum
62.31,38.08,15.65,7.46,54.86,18.19,Loamy,Rabi,Sorghum
32.23,5.38,72.45,6.58,61.44,27.06,Silty,Kharif,Sorghum
92.07,38.76,37.01,6.42,62.35,33.76,Clayey,Zaid,Sorghum
31.17,35.35,20.44,5.98,80.97,24.08,Silty,Kharif,Sorghum
75.14,8.95,28.82,7.3,64.75,28.47,Clayey,Rabi,Sorghum
93.25,11.69,18.35,5.75,61.66,31.44,Clayey,Kharif,Sorghum
64.24,26.17,34.37,5.8,59.44,28.14,Silty,Zaid,Sorghum
27.76,8.34,58.69,6.81,84.47,32.12,Loamy,Kharif,Sorghum
75.02,27.52,54.18,7.24,54.29,29.85,Clayey,Zaid,Sorghum
12.69,40.41,35.71,5.97,51.78,16.77,Silty,Kharif,Sorghum
65.77,23.93,74.85,7.49,70.15,31.59,Clayey,Kharif,Sorghum
88.69,23.06,15.48,6.52,73.15,31.38,Silty,Kharif,Sorghum
52.69,26.95,30.6,5.75,72.08,23.01,Silty,Zaid,Sorghum
73.96,5.47,66.67,6.88,68.33,17.62,Loamy,Rabi,Sorghum
14.87,18.86,43.49,7.22,77.92,16.0,Loamy,Rabi,Sorghum
90.68,44.81,79.87,6.51,50.02,16.2,Loamy,Rabi,Sorghum
74.8,30.06,15.99,6.8,61.98,16.06,Clayey,Rabi,Sorghum
41.4,29.84,38.06,6.44,66.41,19.8,Silty,Zaid,Millet
42.32,27.42,53.92,5.88,51.77,24.05,Loamy,Rabi,Millet
25.09,9.54,10.84,7.47,78.89,33.12,Clayey,Rabi,Millet
85.65,48.63,33.83,7.29,78.74,17.1,Silty,Kharif,Millet
50.64,45.07,27.65,5.7,70.13,31.08,Silty,Rabi,Millet
17.88,21.71,76.61,5.77,52.84,18.56,Silty,Rabi,Millet
77.09,10.52,27.92,6.07,85.65,29.03,Clayey,Rabi,Millet
74.37,46.78,67.07,6.0,64.45,24.32,Clayey,Kharif,Millet
86.6,46.51,64.63,6.8,80.49,27.03,Silty,Rabi,Millet
16.64,20.53,23.15,7.45,80.68,28.6,Loamy,Kharif,Millet
18.5,29.31,44.71,6.26,51.05,16.04,Loamy,Kharif,Millet
63.94,48.69,36.35,6.98,54.05,25.25,Silty,Kharif,Millet
94.15,6.93,30.03,6.82,77.33,22.36,Loamy,Rabi,Millet
78.39,21.67,47.66,6.13,87.48,21.01,Loamy,Zaid,Millet
35.13,45.98,47.95,7.41,85.71,32.9,Silty,Zaid,Millet
81.47,25.97,37.97,5.97,58.93,15.52,Silty,Zaid,Millet
59.79,35.82,35.08,7.38,59.44,20.22,Clayey,Kharif,Millet
12.02,21.59,39.53,6.5,86.35,19.41,Loamy,Rabi,Millet
54.87,22.68,49.95,6.9,82.6,34.91,Clayey,Kharif,Millet
12.76,28.25,74.63,6.97,77.82,24.62,Loamy,Zaid,Millet
61.5,37.92,44.0,6.69,54.03,34.49,Loamy,Kharif,Millet
62.43,27.88,66.95,6.53,66.32,24.58,Loamy,Rabi,Millet
12.34,13.97,15.3,5.55,61.74,33.63,Silty,Kharif,Millet
71.55,27.84,69.68,6.28,83.79,21.6,Clayey,Rabi,Millet
90.04,22.41,37.24,5.78,62.3,29.23,Silty,Kharif,Millet
20.77,35.9,30.51,6.98,66.41,24.78,Clayey,Zaid,Millet
66.41,13.32,70.21,6.07,66.14,18.58,Silty,Rabi,Millet
18.43,46.23,11.03,6.32,68.98,27.85,Loamy,Kharif,Millet
11.92,36.52,77.07,5.6,83.8,25.29,Clayey,Zaid,Millet
28.15,32.93,77.45,6.59,74.4,23.17,Loamy,Zaid,Millet
61.93,22.39,51.04,5.64,82.27,21.22,Silty,Rabi,Soybeans
66.2,32.2,38.39,6.03,82.18,27.86,Loamy,Kharif,Soybeans
65.86,30.28,79.77,5.77,80.13,29.21,Clayey,Kharif,Soybeans
32.98,6.34,68.68,6.83,62.67,30.49,Silty,Kharif,Soybeans
26.21,13.78,32.78,5.87,70.73,32.24,Silty,Kharif,Soybeans
22.49,8.14,39.88,5.66,85.4,19.43,Silty,Zaid,Soybeans
65.35,39.08,72.36,6.83,76.69,19.17,Loamy,Rabi,Soybeans
10.74,6.21,47.57,6.04,66.05,32.9,Clayey,Kharif,Soybeans
12.85,48.12,40.95,6.76,52.39,16.01,Clayey,Zaid,Soybeans
79.81,41.85,33.83,6.27,78.49,21.78,Silty,Kharif,Soybeans
21.57,12.78,25.46,6.11,60.68,15.04,Loamy,Zaid,Soybeans
81.95,48.19,54.31,5.73,58.34,21.87,Clayey,Rabi,Soybeans
81.67,35.62,47.16,7.49,87.3,25.63,Clayey,Kharif,Soybeans
55.79,35.72,53.87,5.61,56.49,33.5,Loamy,Rabi,Soybeans
22.53,8.74,28.5,6.6,59.56,30.48,Loamy,Rabi,Soybeans
54.69,41.54,56.45,7.48,67.16,26.22,Loamy,Zaid,Soybeans
74.87,37.18,43.15,5.81,54.64,22.65,Loamy,Zaid,Soybeans
76.2,36.46,35.61,7.14,57.97,15.64,Silty,Zaid,Soybeans
59.27,44.75,35.66,7.36,86.8,20.67,Loamy,Rabi,Soybeans
47.15,43.68,51.59,6.55,55.13,21.4,Silty,Zaid,Soybeans
12.48,29.39,53.14,5.86,76.76,15.32,Clayey,Zaid,Soybeans
55.5,32.79,61.15,6.47,82.34,29.58,Clayey,Kharif,Soybeans
70.92,36.02,16.43,6.89,70.59,29.03,Loamy,Zaid,Soybeans
34.24,7.27,66.77,6.07,68.5,17.73,Loamy,Zaid,Soybeans
82.57,22.64,70.59,5.56,55.26,34.69,Loamy,Rabi,Soybeans
16.03,7.17,50.54,6.6,75.61,15.64,Clayey,Zaid,Soybeans
14.74,10.19,61.32,5.75,57.92,29.46,Clayey,Zaid,Soybeans
71.17,28.67,57.78,7.29,67.68,16.39,Silty,Zaid,Soybeans
23.01,10.95,60.77,7.35,54.66,31.15,Loamy,Kharif,Soybeans
62.77,6.46,78.93,6.53,57.19,15.12,Loamy,Zaid,Soybeans
40.24,32.95,31.59,6.19,78.98,17.47,Loamy,Kharif,Palm Oil
60.1,35.39,19.57,5.96,70.73,25.15,Silty,Rabi,Palm Oil
16.52,17.34,29.81,6.19,57.06,34.17,Loamy,Kharif,Palm Oil
71.39,49.13,33.04,6.54,66.1,23.9,Clayey,Zaid,Palm Oil
25.68,47.12,53.69,7.46,74.6,24.3,Loamy,Rabi,Palm Oil
63.73,15.85,57.03,6.36,59.4,20.94,Clayey,Zaid,Palm Oil
96.02,49.65,37.25,6.33,72.06,18.54,Clayey,Rabi,Palm Oil
26.29,6.75,18.8,6.2,51.62,23.43,Loamy,Kharif,Palm Oil
97.56,31.38,75.2,6.52,53.87,22.34,Silty,Zaid,Palm Oil
74.44,18.06,49.89,6.55,61.86,21.34,Loamy,Kharif,Palm Oil
48.21,7.09,33.57,6.21,57.13,28.05,Loamy,Rabi,Palm Oil
24.74,47.06,75.93,6.57,53.56,16.56,Loamy,Zaid,Palm Oil
43.33,49.89,56.01,7.22,87.81,22.24,Silty,Kharif,Palm Oil
87.74,30.55,33.81,5.76,83.29,29.75,Loamy,Zaid,Palm Oil
56.85,20.38,79.79,5.99,53.03,16.2,Silty,Kharif,Palm Oil
68.54,43.32,73.42,7.41,65.48,19.84,Silty,Kharif,Palm Oil
33.56,36.57,74.34,6.0,82.91,20.16,Clayey,Rabi,Palm Oil
14.6,23.99,71.32,5.9,61.08,32.77,Clayey,Zaid,Palm Oil
84.12,42.79,70.96,5.51,84.53,19.89,Silty,Rabi,Palm Oil
81.45,41.01,26.02,6.91,72.9,33.21,Clayey,Rabi,Palm Oil
11.23,19.19,45.67,6.34,62.96,34.74,Loamy,Rabi,Palm Oil
63.31,14.6,41.83,6.37,53.75,28.12,Loamy,Zaid,Palm Oil
91.73,7.01,31.13,5.55,60.98,17.1,Clayey,Zaid,Palm Oil
19.57,30.46,36.13,7.05,71.84,31.99,Silty,Rabi,Palm Oil
33.33,14.88,51.32,5.82,62.19,29.07,Clayey,Rabi,Palm Oil
69.04,23.7,47.17,5.9,50.26,27.26,Clayey,Kharif,Palm Oil
39.71,14.11,52.87,5.69,82.53,34.41,Clayey,Rabi,Palm Oil
55.37,12.18,27.38,7.32,87.15,15.62,Silty,Zaid,Palm Oil
15.69,27.22,54.35,5.88,63.37,30.96,Clayey,Kharif,Palm Oil
22.1,23.75,20.25,6.64,87.04,23.45,Clayey,Kharif,Palm Oil
71.31,8.19,21.82,7.05,61.88,27.47,Silty,Rabi,Canola
96.09,27.75,20.21,6.77,52.97,29.46,Loamy,Rabi,Canola
10.81,32.99,24.21,6.19,50.47,27.19,Silty,Kharif,Canola
76.03,26.38,44.08,6.72,63.75,17.1,Silty,Zaid,Canola
92.09,5.54,40.91,6.26,75.62,16.63,Clayey,Zaid,Canola
29.98,21.19,53.86,7.09,87.9,34.55,Clayey,Rabi,Canola
91.37,30.47,26.96,6.29,60.03,16.52,Silty,Rabi,Canola
79.71,18.56,12.68,7.46,65.14,15.37,Loamy,Zaid,Canola
32.05,33.33,69.33,5.69,64.61,34.05,Silty,Kharif,Canola
41.36,21.93,24.02,5.58,50.5,26.9,Clayey,Zaid,Canola
29.67,24.0,59.24,6.66,89.62,32.46,Clayey,Kharif,Canola
72.14,35.45,19.18,6.48,60.6,33.77,Clayey,Zaid,Canola
43.86,36.0,65.43,6.56,67.96,29.12,Loamy,Kharif,Canola
22.4,30.16,79.77,6.82,85.23,19.5,Clayey,Zaid,Canola
47.75,7.27,17.73,6.02,55.93,16.34,Silty,Zaid,Canola
52.45,49.1,21.34,6.24,77.05,27.32,Clayey,Kharif,Canola
96.93,26.22,31.4,6.91,87.6,30.2,Loamy,Zaid,Canola
84.37,10.85,51.75,5.54,53.5,18.69,Silty,Kharif,Canola
94.8,16.56,35.6,6.35,87.2,25.15,Clayey,Kharif,Canola
98.99,31.0,52.99,6.57,88.62,22.87,Loamy,Rabi,Canola
69.64,14.52,34.17,5.73,55.3,34.0,Loamy,Rabi,Canola
69.45,14.77,11.75,6.04,67.15,24.65,Clayey,Zaid,Canola
54.62,29.27,28.88,6.52,89.29,19.34,Silty,Zaid,Canola
42.89,28.75,76.63,6.88,86.12,28.24,Clayey,Kharif,Canola
26.8,38.14,58.8,6.12,77.79,21.36,Loamy,Kharif,Canola
27.98,17.47,41.79,5.85,77.31,17.04,Clayey,Zaid,Canola
46.64,49.29,46.33,5.8,54.92,27.57,Silty,Kharif,Canola
36.26,39.05,10.2,7.45,62.55,27.74,Clayey,Kharif,Canola
24.89,29.2,18.04,7.17,59.82,25.19,Clayey,Zaid,Canola
24.48,31.59,63.27,5.58,85.68,22.71,Loamy,Zaid,Canola
92.62,35.48,61.34,6.47,58.79,21.67,Clayey,Zaid,Sunflower Seeds
37.35,20.05,56.03,6.23,61.11,20.65,Silty,Kharif,Sunflower Seeds
63.87,14.48,67.71,7.02,75.51,22.12,Loamy,Kharif,Sunflower Seeds
80.91,27.1,62.96,5.93,57.14,22.37,Clayey,Zaid,Sunflower Seeds
84.79,17.67,65.46,7.4,77.74,19.46,Silty,Zaid,Sunflower Seeds
58.93,45.99,75.74,5.66,53.91,17.24,Loamy,Kharif,Sunflower Seeds
13.02,45.66,36.07,5.76,73.86,20.21,Silty,Rabi,Sunflower Seeds
86.27,24.1,35.01,7.15,74.6,17.36,Silty,Kharif,Sunflower Seeds
83.24,34.86,41.95,7.17,67.23,21.0,Silty,Zaid,Sunflower Seeds
53.59,39.71,75.57,6.07,61.11,17.28,Silty,Zaid,Sunflower Seeds
80.35,27.4,51.31,7.26,89.54,21.55,Loamy,Zaid,Sunflower Seeds
57.19,12.06,38.7,6.52,57.25,26.65,Clayey,Rabi,Sunflower Seeds
94.47,10.26,17.53,6.4,77.46,26.58,Loamy,Rabi,Sunflower Seeds
79.47,11.93,11.37,6.9,82.98,24.22,Loamy,Zaid,Sunflower Seeds
50.88,40.97,18.32,6.66,76.24,16.68,Loamy,Rabi,Sunflower Seeds
81.49,6.54,53.9,7.14,89.66,26.8,Silty,Rabi,Sunflower Seeds
66.64,39.12,16.67,6.77,84.93,27.03,Clayey,Rabi,Sunflower Seeds
17.2,8.65,19.73,6.26,81.7,17.38,Silty,Zaid,Sunflower Seeds
46.92,23.61,26.98,6.88,64.4,15.21,Loamy,Rabi,Sunflower Seeds
62.55,33.82,55.81,5.52,72.01,18.71,Silty,Zaid,Sunflower Seeds
66.79,21.04,53.75,5.64,75.9,26.54,Loamy,Zaid,Sunflower Seeds
60.51,7.47,18.26,6.8,54.6,22.97,Silty,Zaid,Sunflower Seeds
41.63,23.45,36.05,6.56,57.68,29.38,Silty,Rabi,Sunflower Seeds
58.09,34.13,20.39,7.4,65.23,24.58,Clayey,Zaid,Sunflower Seeds
56.49,7.99,61.93,6.95,54.44,16.78,Clayey,Rabi,Sunflower Seeds
94.2,47.37,70.39,7.46,68.18,19.88,Clayey,Rabi,Sunflower Seeds
88.63,28.59,19.65,7.36,82.04,34.23,Clayey,Zaid,Sunflower Seeds
84.59,13.68,37.97,6.8,72.72,31.89,Clayey,Rabi,Sunflower Seeds
29.85,25.95,67.67,5.88,68.74,23.87,Loamy,Kharif,Sunflower Seeds
45.97,42.3,44.47,5.75,85.36,25.77,Loamy,Zaid,Sunflower Seeds
69.87,8.88,77.48,5.54,76.4,23.43,Clayey,Rabi,Coconut Oil
37.98,21.83,73.89,6.64,72.01,21.37,Clayey,Rabi,Coconut Oil
84.56,28.61,21.06,5.57,75.56,16.05,Clayey,Zaid,Coconut Oil
64.39,47.77,29.88,5.63,73.1,20.79,Loamy,Zaid,Coconut Oil
86.02,43.4,13.54,6.05,56.82,20.39,Silty,Zaid,Coconut Oil
15.27,37.83,70.2,6.73,53.59,29.09,Silty,Zaid,Coconut Oil
55.14,8.97,15.79,6.25,77.24,34.15,Loamy,Zaid,Coconut Oil
78.61,44.14,50.72,6.55,78.12,16.39,Loamy,Zaid,Coconut Oil
53.66,42.94,16.12,5.77,53.13,20.66,Clayey,Zaid,Coconut Oil
84.71,27.78,19.06,5.63,84.49,16.13,Clayey,Zaid,Coconut Oil
38.85,22.07,44.55,6.47,82.39,20.44,Clayey,Kharif,Coconut Oil
70.27,34.91,23.11,7.06,56.92,23.05,Silty,Rabi,Coconut Oil
20.51,28.36,73.55,7.47,63.7,25.94,Silty,Zaid,Coconut Oil
20.29,14.94,34.61,6.89,81.56,28.2,Loamy,Zaid,Coconut Oil
82.97,18.03,61.57,7.42,84.49,20.45,Loamy,Zaid,Coconut Oil
42.76,27.92,24.77,6.04,74.74,33.47,Loamy,Kharif,Coconut Oil
40.78,33.63,62.68,5.55,74.03,27.81,Loamy,Zaid,Coconut Oil
48.79,28.8,42.15,5.57,50.12,19.62,Silty,Rabi,Coconut Oil
39.14,9.31,64.8,5.64,80.3,24.19,Silty,Rabi,Coconut Oil
55.09,43.09,53.25,6.37,66.96,20.84,Loamy,Kharif,Coconut Oil
80.83,34.71,33.18,7.03,56.4,17.84,Clayey,Rabi,Coconut Oil
17.93,16.53,48.28,5.68,74.13,21.43,Clayey,Rabi,Coconut Oil
64.98,48.53,41.91,7.27,54.66,23.74,Loamy,Kharif,Coconut Oil
53.78,13.43,18.88,6.55,65.64,28.65,Clayey,Zaid,Coconut Oil
26.4,24.11,34.1,7.16,70.14,30.79,Clayey,Zaid,Coconut Oil
